"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","delta_t_crit_r_min","delta_t_crit_r_max","k"
"SSP2_4_5",0.0578666660941638,1,2.5,1,2.5,100
"SSP3_7_0",0.0531950618635118,1,2.5,1,2.5,100
"SSP5_8_5",0.052593998113543,1,2.5,1,2.5,100
"SSP1_1_9",0.0176024627692927,1,2.5,1,2.5,100
"SSP1_2_6",0.0165551161430809,1,2.5,1,2.5,100
"SSP2_4_5",0.0544339381339254,1,2.5,1,2.5,100
"SSP3_7_0",0.0499595268110514,1,2.5,1,2.5,100
"SSP5_8_5",0.0494837208261804,1,2.5,1,2.5,100
"SSP1_1_9",0.0186588602605804,1,2.5,1,2.5,100
"SSP1_2_6",0.0172571305458778,1,2.5,1,2.5,100
"SSP2_4_5",0.0573567364295719,1,2.5,1,2.5,100
"SSP3_7_0",0.0527616357647175,1,2.5,1,2.5,100
"SSP5_8_5",0.0519280332995498,1,2.5,1,2.5,100
"SSP1_1_9",0.0180522184671697,1,2.5,1,2.5,100
"SSP1_2_6",0.0172677951207145,1,2.5,1,2.5,100
"SSP2_4_5",0.0558014587155969,1,2.5,1,2.5,100
"SSP3_7_0",0.051814406315116,1,2.5,1,2.5,100
"SSP5_8_5",0.051220819124548,1,2.5,1,2.5,100
"SSP1_1_9",0.0177653717990202,1,2.5,1,2.5,100
"SSP1_2_6",0.0169421263292116,1,2.5,1,2.5,100
"SSP2_4_5",0.0561332711174992,1,2.5,1,2.5,100
"SSP3_7_0",0.0521277988823604,1,2.5,1,2.5,100
"SSP5_8_5",0.051518723207502,1,2.5,1,2.5,100
"SSP1_1_9",0.0189810683439992,1,2.5,1,2.5,100
"SSP1_2_6",0.0172213951949229,1,2.5,1,2.5,100
"SSP2_4_5",0.0566492888326634,1,2.5,1,2.5,100
"SSP3_7_0",0.0524592321590699,1,2.5,1,2.5,100
"SSP5_8_5",0.0517652883065783,1,2.5,1,2.5,100
"SSP1_1_9",0.018349370374825,1,2.5,1,2.5,100
"SSP1_2_6",0.01696143715909,1,2.5,1,2.5,100
"SSP2_4_5",0.0562343190935514,1,2.5,1,2.5,100
"SSP3_7_0",0.0518665113280671,1,2.5,1,2.5,100
"SSP5_8_5",0.0512530866084145,1,2.5,1,2.5,100
"SSP1_1_9",0.0174387157706503,1,2.5,1,2.5,100
"SSP1_2_6",0.0166209738036389,1,2.5,1,2.5,100
"SSP2_4_5",0.0544594819484781,1,2.5,1,2.5,100
"SSP3_7_0",0.0506798160074076,1,2.5,1,2.5,100
"SSP5_8_5",0.0501109357207389,1,2.5,1,2.5,100
"SSP1_1_9",0.0196673929657909,1,2.5,1,2.5,100
"SSP1_2_6",0.0175164339793051,1,2.5,1,2.5,100
"SSP2_4_5",0.0571277526898112,1,2.5,1,2.5,100
"SSP3_7_0",0.0522098731234676,1,2.5,1,2.5,100
"SSP5_8_5",0.0517543088708409,1,2.5,1,2.5,100
"SSP1_1_9",0.0183069946500244,1,2.5,1,2.5,100
"SSP1_2_6",0.0165123022337872,1,2.5,1,2.5,100
"SSP2_4_5",0.054841044284023,1,2.5,1,2.5,100
"SSP3_7_0",0.0506497786453553,1,2.5,1,2.5,100
"SSP5_8_5",0.0501360348806832,1,2.5,1,2.5,100
"SSP1_1_9",0.0180798982002249,1,2.5,1,2.5,100
"SSP1_2_6",0.0169923912336075,1,2.5,1,2.5,100
"SSP2_4_5",0.0555133782084317,1,2.5,1,2.5,100
"SSP3_7_0",0.0508633249226572,1,2.5,1,2.5,100
"SSP5_8_5",0.0502225360619031,1,2.5,1,2.5,100
"SSP1_1_9",0.0184340351547936,1,2.5,1,2.5,100
"SSP1_2_6",0.0174189739239797,1,2.5,1,2.5,100
"SSP2_4_5",0.0569319602848346,1,2.5,1,2.5,100
"SSP3_7_0",0.0525866133502526,1,2.5,1,2.5,100
"SSP5_8_5",0.0518660158190509,1,2.5,1,2.5,100
"SSP1_1_9",0.0182437410030286,1,2.5,1,2.5,100
"SSP1_2_6",0.0166374040373165,1,2.5,1,2.5,100
"SSP2_4_5",0.0548645701132197,1,2.5,1,2.5,100
"SSP3_7_0",0.0506260917077464,1,2.5,1,2.5,100
"SSP5_8_5",0.0500343283242803,1,2.5,1,2.5,100
"SSP1_1_9",0.018856208741848,1,2.5,1,2.5,100
"SSP1_2_6",0.017963602618016,1,2.5,1,2.5,100
"SSP2_4_5",0.0579407674996877,1,2.5,1,2.5,100
"SSP3_7_0",0.0535827761126682,1,2.5,1,2.5,100
"SSP5_8_5",0.0527524333479032,1,2.5,1,2.5,100
"SSP1_1_9",0.0196039221513209,1,2.5,1,2.5,100
"SSP1_2_6",0.0183628004727998,1,2.5,1,2.5,100
"SSP2_4_5",0.0590841798615103,1,2.5,1,2.5,100
"SSP3_7_0",0.0542467903670858,1,2.5,1,2.5,100
"SSP5_8_5",0.0535577244801118,1,2.5,1,2.5,100
"SSP1_1_9",0.0166018896096432,1,2.5,1,2.5,100
"SSP1_2_6",0.01542502844878,1,2.5,1,2.5,100
"SSP2_4_5",0.0529398000507756,1,2.5,1,2.5,100
"SSP3_7_0",0.04961215016031,1,2.5,1,2.5,100
"SSP5_8_5",0.0487317137366632,1,2.5,1,2.5,100
"SSP1_1_9",0.01796851116619,1,2.5,1,2.5,100
"SSP1_2_6",0.0160958814987069,1,2.5,1,2.5,100
"SSP2_4_5",0.0540313630392151,1,2.5,1,2.5,100
"SSP3_7_0",0.0504900735613108,1,2.5,1,2.5,100
"SSP5_8_5",0.0497089860591962,1,2.5,1,2.5,100
"SSP1_1_9",0.0189894856729462,1,2.5,1,2.5,100
"SSP1_2_6",0.0177309809153948,1,2.5,1,2.5,100
"SSP2_4_5",0.0572320258201989,1,2.5,1,2.5,100
"SSP3_7_0",0.0527658125969956,1,2.5,1,2.5,100
"SSP5_8_5",0.0519740477655242,1,2.5,1,2.5,100
"SSP1_1_9",0.0185889587482737,1,2.5,1,2.5,100
"SSP1_2_6",0.0172439863864125,1,2.5,1,2.5,100
"SSP2_4_5",0.0568755447485013,1,2.5,1,2.5,100
"SSP3_7_0",0.0523185860827946,1,2.5,1,2.5,100
"SSP5_8_5",0.0516760063466988,1,2.5,1,2.5,100
"SSP1_1_9",0.0185324755418542,1,2.5,1,2.5,100
"SSP1_2_6",0.0166168190851068,1,2.5,1,2.5,100
"SSP2_4_5",0.054315650590184,1,2.5,1,2.5,100
"SSP3_7_0",0.0504687816333133,1,2.5,1,2.5,100
"SSP5_8_5",0.0497442611771676,1,2.5,1,2.5,100
"SSP1_1_9",0.0179418553105968,1,2.5,1,2.5,100
"SSP1_2_6",0.0169795710771942,1,2.5,1,2.5,100
"SSP2_4_5",0.055560458692466,1,2.5,1,2.5,100
"SSP3_7_0",0.0509402863133105,1,2.5,1,2.5,100
"SSP5_8_5",0.0503896553162692,1,2.5,1,2.5,100
"SSP1_1_9",0.0182892338657037,1,2.5,1,2.5,100
"SSP1_2_6",0.0173977467095831,1,2.5,1,2.5,100
"SSP2_4_5",0.0565412399035838,1,2.5,1,2.5,100
"SSP3_7_0",0.0521333041146482,1,2.5,1,2.5,100
"SSP5_8_5",0.0514237612610836,1,2.5,1,2.5,100
"SSP1_1_9",0.0176991523538668,1,2.5,1,2.5,100
"SSP1_2_6",0.0166586320834937,1,2.5,1,2.5,100
"SSP2_4_5",0.0546111614684931,1,2.5,1,2.5,100
"SSP3_7_0",0.0507019250849568,1,2.5,1,2.5,100
"SSP5_8_5",0.0500963021707682,1,2.5,1,2.5,100
"SSP1_1_9",0.0188484775119704,1,2.5,1,2.5,100
"SSP1_2_6",0.0166721852496511,1,2.5,1,2.5,100
"SSP2_4_5",0.0556084131226642,1,2.5,1,2.5,100
"SSP3_7_0",0.0517398185335801,1,2.5,1,2.5,100
"SSP5_8_5",0.0509654059532105,1,2.5,1,2.5,100
"SSP1_1_9",0.0191663875873815,1,2.5,1,2.5,100
"SSP1_2_6",0.017590620697402,1,2.5,1,2.5,100
"SSP2_4_5",0.0569641457945418,1,2.5,1,2.5,100
"SSP3_7_0",0.0522883051111212,1,2.5,1,2.5,100
"SSP5_8_5",0.0519550553470478,1,2.5,1,2.5,100
"SSP1_1_9",0.0183185889461074,1,2.5,1,2.5,100
"SSP1_2_6",0.0169934130153318,1,2.5,1,2.5,100
"SSP2_4_5",0.0557664581871316,1,2.5,1,2.5,100
"SSP3_7_0",0.0513786856293051,1,2.5,1,2.5,100
"SSP5_8_5",0.051026600160027,1,2.5,1,2.5,100
"SSP1_1_9",0.0186491244986293,1,2.5,1,2.5,100
"SSP1_2_6",0.0169483046798686,1,2.5,1,2.5,100
"SSP2_4_5",0.055413150087927,1,2.5,1,2.5,100
"SSP3_7_0",0.0513445704350683,1,2.5,1,2.5,100
"SSP5_8_5",0.0506794009295512,1,2.5,1,2.5,100
"SSP1_1_9",0.018865931040289,1,2.5,1,2.5,100
"SSP1_2_6",0.0174588572436265,1,2.5,1,2.5,100
"SSP2_4_5",0.0576693891055165,1,2.5,1,2.5,100
"SSP3_7_0",0.0532284329024231,1,2.5,1,2.5,100
"SSP5_8_5",0.0524382895171781,1,2.5,1,2.5,100
"SSP1_1_9",0.0176085339208518,1,2.5,1,2.5,100
"SSP1_2_6",0.0163760802566838,1,2.5,1,2.5,100
"SSP2_4_5",0.0546446254073043,1,2.5,1,2.5,100
"SSP3_7_0",0.0505036067568043,1,2.5,1,2.5,100
"SSP5_8_5",0.0496344387359481,1,2.5,1,2.5,100
"SSP1_1_9",0.0179357762559832,1,2.5,1,2.5,100
"SSP1_2_6",0.0169303909711059,1,2.5,1,2.5,100
"SSP2_4_5",0.0556330802036452,1,2.5,1,2.5,100
"SSP3_7_0",0.051769335864128,1,2.5,1,2.5,100
"SSP5_8_5",0.0511184909755604,1,2.5,1,2.5,100
"SSP1_1_9",0.0189354727667976,1,2.5,1,2.5,100
"SSP1_2_6",0.0171423521165531,1,2.5,1,2.5,100
"SSP2_4_5",0.056317777272824,1,2.5,1,2.5,100
"SSP3_7_0",0.051573790648995,1,2.5,1,2.5,100
"SSP5_8_5",0.0511270848596277,1,2.5,1,2.5,100
"SSP1_1_9",0.0189454676518365,1,2.5,1,2.5,100
"SSP1_2_6",0.0175147885188999,1,2.5,1,2.5,100
"SSP2_4_5",0.0566577793175842,1,2.5,1,2.5,100
"SSP3_7_0",0.0524274744428548,1,2.5,1,2.5,100
"SSP5_8_5",0.0518897728541032,1,2.5,1,2.5,100
"SSP1_1_9",0.0192778984241407,1,2.5,1,2.5,100
"SSP1_2_6",0.0177251983029069,1,2.5,1,2.5,100
"SSP2_4_5",0.0578999036196021,1,2.5,1,2.5,100
"SSP3_7_0",0.0535526264886008,1,2.5,1,2.5,100
"SSP5_8_5",0.0526661639908716,1,2.5,1,2.5,100
"SSP1_1_9",0.018952762866018,1,2.5,1,2.5,100
"SSP1_2_6",0.0176655759532742,1,2.5,1,2.5,100
"SSP2_4_5",0.0571242535982991,1,2.5,1,2.5,100
"SSP3_7_0",0.0526878141628325,1,2.5,1,2.5,100
"SSP5_8_5",0.0520906028669509,1,2.5,1,2.5,100
"SSP1_1_9",0.0172109312288338,1,2.5,1,2.5,100
"SSP1_2_6",0.0157876963947314,1,2.5,1,2.5,100
"SSP2_4_5",0.0526389593135331,1,2.5,1,2.5,100
"SSP3_7_0",0.0487548157885369,1,2.5,1,2.5,100
"SSP5_8_5",0.0482949390942552,1,2.5,1,2.5,100
"SSP1_1_9",0.0194362115015824,1,2.5,1,2.5,100
"SSP1_2_6",0.0183055389177197,1,2.5,1,2.5,100
"SSP2_4_5",0.0583225603630555,1,2.5,1,2.5,100
"SSP3_7_0",0.0535384649772653,1,2.5,1,2.5,100
"SSP5_8_5",0.0530822429055778,1,2.5,1,2.5,100
"SSP1_1_9",0.018915147135571,1,2.5,1,2.5,100
"SSP1_2_6",0.0174592360224557,1,2.5,1,2.5,100
"SSP2_4_5",0.0570375523343812,1,2.5,1,2.5,100
"SSP3_7_0",0.0519836321273047,1,2.5,1,2.5,100
"SSP5_8_5",0.0515393501822028,1,2.5,1,2.5,100
"SSP1_1_9",0.0190705067750068,1,2.5,1,2.5,100
"SSP1_2_6",0.0166036318338353,1,2.5,1,2.5,100
"SSP2_4_5",0.054903548880631,1,2.5,1,2.5,100
"SSP3_7_0",0.0502774208543158,1,2.5,1,2.5,100
"SSP5_8_5",0.0499513982984968,1,2.5,1,2.5,100
"SSP1_1_9",0.0189365819793941,1,2.5,1,2.5,100
"SSP1_2_6",0.0172832327311541,1,2.5,1,2.5,100
"SSP2_4_5",0.0561465382003066,1,2.5,1,2.5,100
"SSP3_7_0",0.0516242933968235,1,2.5,1,2.5,100
"SSP5_8_5",0.0509596300053927,1,2.5,1,2.5,100
"SSP1_1_9",0.0193012657699893,1,2.5,1,2.5,100
"SSP1_2_6",0.0174916330368095,1,2.5,1,2.5,100
"SSP2_4_5",0.0568998351007224,1,2.5,1,2.5,100
"SSP3_7_0",0.0524333567333359,1,2.5,1,2.5,100
"SSP5_8_5",0.0515846667520518,1,2.5,1,2.5,100
"SSP1_1_9",0.0177982114708974,1,2.5,1,2.5,100
"SSP1_2_6",0.0160916350306451,1,2.5,1,2.5,100
"SSP2_4_5",0.0533805446181704,1,2.5,1,2.5,100
"SSP3_7_0",0.0492468423708898,1,2.5,1,2.5,100
"SSP5_8_5",0.0486964757114616,1,2.5,1,2.5,100
"SSP1_1_9",0.0182543279498578,1,2.5,1,2.5,100
"SSP1_2_6",0.0172401670751989,1,2.5,1,2.5,100
"SSP2_4_5",0.055889292047367,1,2.5,1,2.5,100
"SSP3_7_0",0.0512385845753476,1,2.5,1,2.5,100
"SSP5_8_5",0.0509162793949523,1,2.5,1,2.5,100
"SSP1_1_9",0.0185236457981929,1,2.5,1,2.5,100
"SSP1_2_6",0.0168775214958309,1,2.5,1,2.5,100
"SSP2_4_5",0.0556785447976731,1,2.5,1,2.5,100
"SSP3_7_0",0.0514101971879057,1,2.5,1,2.5,100
"SSP5_8_5",0.0508840449576516,1,2.5,1,2.5,100
"SSP1_1_9",0.0188953722608724,1,2.5,1,2.5,100
"SSP1_2_6",0.0171483880717449,1,2.5,1,2.5,100
"SSP2_4_5",0.0562832917223155,1,2.5,1,2.5,100
"SSP3_7_0",0.0523064647224492,1,2.5,1,2.5,100
"SSP5_8_5",0.0513790576712436,1,2.5,1,2.5,100
"SSP1_1_9",0.0198049314728775,1,2.5,1,2.5,100
"SSP1_2_6",0.0179717035109383,1,2.5,1,2.5,100
"SSP2_4_5",0.0583354256058327,1,2.5,1,2.5,100
"SSP3_7_0",0.0537299878898617,1,2.5,1,2.5,100
"SSP5_8_5",0.053137688623241,1,2.5,1,2.5,100
"SSP1_1_9",0.0193381639570217,1,2.5,1,2.5,100
"SSP1_2_6",0.0178382029131765,1,2.5,1,2.5,100
"SSP2_4_5",0.0579591771719816,1,2.5,1,2.5,100
"SSP3_7_0",0.0532854266278637,1,2.5,1,2.5,100
"SSP5_8_5",0.0526665745339712,1,2.5,1,2.5,100
"SSP1_1_9",0.0190894670454965,1,2.5,1,2.5,100
"SSP1_2_6",0.0172960571550564,1,2.5,1,2.5,100
"SSP2_4_5",0.0563304203291828,1,2.5,1,2.5,100
"SSP3_7_0",0.0518086061545971,1,2.5,1,2.5,100
"SSP5_8_5",0.0513031226030948,1,2.5,1,2.5,100
"SSP1_1_9",0.0182299551955702,1,2.5,1,2.5,100
"SSP1_2_6",0.0170848227709632,1,2.5,1,2.5,100
"SSP2_4_5",0.0555454020201905,1,2.5,1,2.5,100
"SSP3_7_0",0.0509910355782849,1,2.5,1,2.5,100
"SSP5_8_5",0.0505127399332367,1,2.5,1,2.5,100
"SSP1_1_9",0.0184422341008327,1,2.5,1,2.5,100
"SSP1_2_6",0.0175732151849482,1,2.5,1,2.5,100
"SSP2_4_5",0.0568628537314065,1,2.5,1,2.5,100
"SSP3_7_0",0.0520488969858613,1,2.5,1,2.5,100
"SSP5_8_5",0.0515845246143724,1,2.5,1,2.5,100
"SSP1_1_9",0.0186491572865428,1,2.5,1,2.5,100
"SSP1_2_6",0.0176248901291627,1,2.5,1,2.5,100
"SSP2_4_5",0.0565788102909885,1,2.5,1,2.5,100
"SSP3_7_0",0.0520543793858269,1,2.5,1,2.5,100
"SSP5_8_5",0.0515080386160384,1,2.5,1,2.5,100
"SSP1_1_9",0.01692089465749,1,2.5,1,2.5,100
"SSP1_2_6",0.0156377497692009,1,2.5,1,2.5,100
"SSP2_4_5",0.0527221876536252,1,2.5,1,2.5,100
"SSP3_7_0",0.0487262626812646,1,2.5,1,2.5,100
"SSP5_8_5",0.048316362541068,1,2.5,1,2.5,100
"SSP1_1_9",0.0197890575907665,1,2.5,1,2.5,100
"SSP1_2_6",0.0183367253654167,1,2.5,1,2.5,100
"SSP2_4_5",0.0585701103904191,1,2.5,1,2.5,100
"SSP3_7_0",0.0540541546406195,1,2.5,1,2.5,100
"SSP5_8_5",0.053531259112674,1,2.5,1,2.5,100
"SSP1_1_9",0.0177133676650788,1,2.5,1,2.5,100
"SSP1_2_6",0.0163572880113385,1,2.5,1,2.5,100
"SSP2_4_5",0.0544619600274366,1,2.5,1,2.5,100
"SSP3_7_0",0.0509215473060954,1,2.5,1,2.5,100
"SSP5_8_5",0.0502939181529217,1,2.5,1,2.5,100
"SSP1_1_9",0.0171621759650699,1,2.5,1,2.5,100
"SSP1_2_6",0.016494666161485,1,2.5,1,2.5,100
"SSP2_4_5",0.0538599566596974,1,2.5,1,2.5,100
"SSP3_7_0",0.0497787361846996,1,2.5,1,2.5,100
"SSP5_8_5",0.0493294928288148,1,2.5,1,2.5,100
"SSP1_1_9",0.018364688290359,1,2.5,1,2.5,100
"SSP1_2_6",0.0165716464906831,1,2.5,1,2.5,100
"SSP2_4_5",0.0547593222165828,1,2.5,1,2.5,100
"SSP3_7_0",0.0508851727476847,1,2.5,1,2.5,100
"SSP5_8_5",0.0502652816134475,1,2.5,1,2.5,100
"SSP1_1_9",0.0176403667280404,1,2.5,1,2.5,100
"SSP1_2_6",0.017019526821087,1,2.5,1,2.5,100
"SSP2_4_5",0.0563587838019381,1,2.5,1,2.5,100
"SSP3_7_0",0.0520815338935008,1,2.5,1,2.5,100
"SSP5_8_5",0.0511708801095207,1,2.5,1,2.5,100
"SSP1_1_9",0.0171460209097549,1,2.5,1,2.5,100
"SSP1_2_6",0.015601462817083,1,2.5,1,2.5,100
"SSP2_4_5",0.0534558150996708,1,2.5,1,2.5,100
"SSP3_7_0",0.0495527099976845,1,2.5,1,2.5,100
"SSP5_8_5",0.0487468402940912,1,2.5,1,2.5,100
"SSP1_1_9",0.017628732299157,1,2.5,1,2.5,100
"SSP1_2_6",0.0167686221351718,1,2.5,1,2.5,100
"SSP2_4_5",0.054502049012073,1,2.5,1,2.5,100
"SSP3_7_0",0.0508629600177431,1,2.5,1,2.5,100
"SSP5_8_5",0.0499692125327831,1,2.5,1,2.5,100
"SSP1_1_9",0.018402040453394,1,2.5,1,2.5,100
"SSP1_2_6",0.0169429972583731,1,2.5,1,2.5,100
"SSP2_4_5",0.0553707457301718,1,2.5,1,2.5,100
"SSP3_7_0",0.0506106693801962,1,2.5,1,2.5,100
"SSP5_8_5",0.0501305660689129,1,2.5,1,2.5,100
"SSP1_1_9",0.0188025290575859,1,2.5,1,2.5,100
"SSP1_2_6",0.0172471604810758,1,2.5,1,2.5,100
"SSP2_4_5",0.0561516072787941,1,2.5,1,2.5,100
"SSP3_7_0",0.0518820937262081,1,2.5,1,2.5,100
"SSP5_8_5",0.0514792200424757,1,2.5,1,2.5,100
"SSP1_1_9",0.0183212836580618,1,2.5,1,2.5,100
"SSP1_2_6",0.0171412172790951,1,2.5,1,2.5,100
"SSP2_4_5",0.0562630090689444,1,2.5,1,2.5,100
"SSP3_7_0",0.0519264303590174,1,2.5,1,2.5,100
"SSP5_8_5",0.0513582299279117,1,2.5,1,2.5,100
"SSP1_1_9",0.0188890325623692,1,2.5,1,2.5,100
"SSP1_2_6",0.0166691370694126,1,2.5,1,2.5,100
"SSP2_4_5",0.054200591631747,1,2.5,1,2.5,100
"SSP3_7_0",0.0505676506302764,1,2.5,1,2.5,100
"SSP5_8_5",0.0499473666618475,1,2.5,1,2.5,100
"SSP1_1_9",0.0183246279850447,1,2.5,1,2.5,100
"SSP1_2_6",0.0175184100824639,1,2.5,1,2.5,100
"SSP2_4_5",0.0559516028169444,1,2.5,1,2.5,100
"SSP3_7_0",0.0516980651617612,1,2.5,1,2.5,100
"SSP5_8_5",0.051075084462628,1,2.5,1,2.5,100
"SSP1_1_9",0.0179550413605733,1,2.5,1,2.5,100
"SSP1_2_6",0.0163148309284136,1,2.5,1,2.5,100
"SSP2_4_5",0.0546174034462222,1,2.5,1,2.5,100
"SSP3_7_0",0.0504828391681616,1,2.5,1,2.5,100
"SSP5_8_5",0.0499941879266441,1,2.5,1,2.5,100
"SSP1_1_9",0.0185378694257764,1,2.5,1,2.5,100
"SSP1_2_6",0.0175848424539579,1,2.5,1,2.5,100
"SSP2_4_5",0.0573754718545692,1,2.5,1,2.5,100
"SSP3_7_0",0.0531078144258249,1,2.5,1,2.5,100
"SSP5_8_5",0.0525383227524242,1,2.5,1,2.5,100
"SSP1_1_9",0.0186589963476895,1,2.5,1,2.5,100
"SSP1_2_6",0.0162089270855957,1,2.5,1,2.5,100
"SSP2_4_5",0.0537201678853197,1,2.5,1,2.5,100
"SSP3_7_0",0.0495694735618422,1,2.5,1,2.5,100
"SSP5_8_5",0.0491991454647121,1,2.5,1,2.5,100
"SSP1_1_9",0.0186295332899553,1,2.5,1,2.5,100
"SSP1_2_6",0.0164341779348978,1,2.5,1,2.5,100
"SSP2_4_5",0.0545936323130507,1,2.5,1,2.5,100
"SSP3_7_0",0.0500889167792968,1,2.5,1,2.5,100
"SSP5_8_5",0.0498928488634501,1,2.5,1,2.5,100
"SSP1_1_9",0.0182609268180457,1,2.5,1,2.5,100
"SSP1_2_6",0.0160228831280289,1,2.5,1,2.5,100
"SSP2_4_5",0.0542834664485846,1,2.5,1,2.5,100
"SSP3_7_0",0.0504279243338219,1,2.5,1,2.5,100
"SSP5_8_5",0.0496869155506439,1,2.5,1,2.5,100
"SSP1_1_9",0.0190227629476231,1,2.5,1,2.5,100
"SSP1_2_6",0.0179113287649176,1,2.5,1,2.5,100
"SSP2_4_5",0.057602265629675,1,2.5,1,2.5,100
"SSP3_7_0",0.0532817751476737,1,2.5,1,2.5,100
"SSP5_8_5",0.0526012863011016,1,2.5,1,2.5,100
"SSP1_1_9",0.0186307423152823,1,2.5,1,2.5,100
"SSP1_2_6",0.0166105053472338,1,2.5,1,2.5,100
"SSP2_4_5",0.0551420467712862,1,2.5,1,2.5,100
"SSP3_7_0",0.0510667264476743,1,2.5,1,2.5,100
"SSP5_8_5",0.0505384325574,1,2.5,1,2.5,100
"SSP1_1_9",0.0174775600945627,1,2.5,1,2.5,100
"SSP1_2_6",0.0168247660467644,1,2.5,1,2.5,100
"SSP2_4_5",0.0552037289163622,1,2.5,1,2.5,100
"SSP3_7_0",0.051110679121537,1,2.5,1,2.5,100
"SSP5_8_5",0.050614498555459,1,2.5,1,2.5,100
"SSP1_1_9",0.0181612863961184,1,2.5,1,2.5,100
"SSP1_2_6",0.0171580214243227,1,2.5,1,2.5,100
"SSP2_4_5",0.0566575481474397,1,2.5,1,2.5,100
"SSP3_7_0",0.0524062928712132,1,2.5,1,2.5,100
"SSP5_8_5",0.0518374874391452,1,2.5,1,2.5,100
"SSP1_1_9",0.018690340668039,1,2.5,1,2.5,100
"SSP1_2_6",0.0177799219912847,1,2.5,1,2.5,100
"SSP2_4_5",0.0569628593882411,1,2.5,1,2.5,100
"SSP3_7_0",0.0528810048414173,1,2.5,1,2.5,100
"SSP5_8_5",0.0523051894276223,1,2.5,1,2.5,100
"SSP1_1_9",0.0178643988261194,1,2.5,1,2.5,100
"SSP1_2_6",0.0162296219859333,1,2.5,1,2.5,100
"SSP2_4_5",0.0548261406674441,1,2.5,1,2.5,100
"SSP3_7_0",0.0506957868980492,1,2.5,1,2.5,100
"SSP5_8_5",0.0501574900107499,1,2.5,1,2.5,100
"SSP1_1_9",0.0177086897171162,1,2.5,1,2.5,100
"SSP1_2_6",0.0164794866835505,1,2.5,1,2.5,100
"SSP2_4_5",0.0541808411512554,1,2.5,1,2.5,100
"SSP3_7_0",0.0498233238731171,1,2.5,1,2.5,100
"SSP5_8_5",0.0491912768039104,1,2.5,1,2.5,100
"SSP1_1_9",0.0192416482342291,1,2.5,1,2.5,100
"SSP1_2_6",0.0172294586718813,1,2.5,1,2.5,100
"SSP2_4_5",0.0564106736193615,1,2.5,1,2.5,100
"SSP3_7_0",0.0517745676392755,1,2.5,1,2.5,100
"SSP5_8_5",0.0513610730027689,1,2.5,1,2.5,100
"SSP1_1_9",0.0180806656961194,1,2.5,1,2.5,100
"SSP1_2_6",0.0163316908571093,1,2.5,1,2.5,100
"SSP2_4_5",0.055037460683759,1,2.5,1,2.5,100
"SSP3_7_0",0.0509788372873042,1,2.5,1,2.5,100
"SSP5_8_5",0.0501467259707639,1,2.5,1,2.5,100
"SSP1_1_9",0.0178345559070766,1,2.5,1,2.5,100
"SSP1_2_6",0.0162707551798173,1,2.5,1,2.5,100
"SSP2_4_5",0.0539600831246325,1,2.5,1,2.5,100
"SSP3_7_0",0.0497666143891075,1,2.5,1,2.5,100
"SSP5_8_5",0.0490875586773608,1,2.5,1,2.5,100
"SSP1_1_9",0.0184995107751849,1,2.5,1,2.5,100
"SSP1_2_6",0.0160433056954288,1,2.5,1,2.5,100
"SSP2_4_5",0.0535106080932082,1,2.5,1,2.5,100
"SSP3_7_0",0.0500388835799843,1,2.5,1,2.5,100
"SSP5_8_5",0.049256485808977,1,2.5,1,2.5,100
"SSP1_1_9",0.0188114286963264,1,2.5,1,2.5,100
"SSP1_2_6",0.0167425361796974,1,2.5,1,2.5,100
"SSP2_4_5",0.0549590382609967,1,2.5,1,2.5,100
"SSP3_7_0",0.0506308436756726,1,2.5,1,2.5,100
"SSP5_8_5",0.050149177816839,1,2.5,1,2.5,100
"SSP1_1_9",0.0183432197860778,1,2.5,1,2.5,100
"SSP1_2_6",0.0163829210073956,1,2.5,1,2.5,100
"SSP2_4_5",0.0546040687746443,1,2.5,1,2.5,100
"SSP3_7_0",0.0508072545960514,1,2.5,1,2.5,100
"SSP5_8_5",0.0499845148634965,1,2.5,1,2.5,100
"SSP1_1_9",0.0193544532110972,1,2.5,1,2.5,100
"SSP1_2_6",0.0183159552584137,1,2.5,1,2.5,100
"SSP2_4_5",0.0582589243949767,1,2.5,1,2.5,100
"SSP3_7_0",0.0536442885627452,1,2.5,1,2.5,100
"SSP5_8_5",0.0529599440672938,1,2.5,1,2.5,100
"SSP1_1_9",0.0186398228493367,1,2.5,1,2.5,100
"SSP1_2_6",0.0172504312815175,1,2.5,1,2.5,100
"SSP2_4_5",0.0559505312042806,1,2.5,1,2.5,100
"SSP3_7_0",0.051391667445966,1,2.5,1,2.5,100
"SSP5_8_5",0.0509050115006071,1,2.5,1,2.5,100
"SSP1_1_9",0.0176819678066909,1,2.5,1,2.5,100
"SSP1_2_6",0.0167006789743675,1,2.5,1,2.5,100
"SSP2_4_5",0.054023677415614,1,2.5,1,2.5,100
"SSP3_7_0",0.0507449045108136,1,2.5,1,2.5,100
"SSP5_8_5",0.0503121720573806,1,2.5,1,2.5,100
"SSP1_1_9",0.0179758889882022,1,2.5,1,2.5,100
"SSP1_2_6",0.0171497816960949,1,2.5,1,2.5,100
"SSP2_4_5",0.0556691979432806,1,2.5,1,2.5,100
"SSP3_7_0",0.0513204424450256,1,2.5,1,2.5,100
"SSP5_8_5",0.0507657278463656,1,2.5,1,2.5,100
