"scen","rEVPI","delta_t_crit_K_min","delta_t_crit_K_max","delta_t_crit_r_min","delta_t_crit_r_max","k"
"SSP1_2_6",0.0284523376925089,1,2.5,2.05,2.5,4
"SSP2_4_5",0.0591568715171937,1,2.5,2.05,2.5,4
"SSP3_7_0",0.0528856742057898,1,2.5,2.05,2.5,4
"SSP5_8_5",0.056272680805325,1,2.5,2.05,2.5,4
"SSP1_1_9",0.0196318341635955,1,2.5,1.3,1.75,4
"SSP1_2_6",0.0175058011891391,1,2.5,1.3,1.75,4
"SSP2_4_5",0.0593905653036033,1,2.5,1.3,1.75,4
"SSP3_7_0",0.0530040123039587,1,2.5,1.3,1.75,4
"SSP5_8_5",0.0507556757811727,1,2.5,1.3,1.75,4
"SSP1_1_9",0.00928535477165283,1.75,2.5,1.45,2.5,4
"SSP1_2_6",0.00823961014424316,1.75,2.5,1.45,2.5,4
"SSP2_4_5",0.0165908984350976,1.75,2.5,1.45,2.5,4
"SSP3_7_0",0.0281852594694359,1.75,2.5,1.45,2.5,4
"SSP5_8_5",0.0301882237805718,1.75,2.5,1.45,2.5,4
"SSP1_1_9",0.0173678454242787,1.15,2.05,1,2.5,4
"SSP1_2_6",0.012029217088683,1.15,2.05,1,2.5,4
"SSP2_4_5",0.0539287886573008,1.15,2.05,1,2.5,4
"SSP3_7_0",0.0500163498600959,1.15,2.05,1,2.5,4
"SSP5_8_5",0.0487368607964141,1.15,2.05,1,2.5,4
"SSP1_1_9",0.0342182304006784,1,2.5,1.75,2.5,4
"SSP1_2_6",0.0359663854967612,1,2.5,1.75,2.5,4
"SSP2_4_5",0.0907147323740216,1,2.5,1.75,2.5,4
"SSP3_7_0",0.0790248827208958,1,2.5,1.75,2.5,4
"SSP5_8_5",0.0770232989944218,1,2.5,1.75,2.5,4
"SSP1_1_9",0.00845596347839822,1.15,2.5,1.15,2.35,4
"SSP1_2_6",0.00767344342655323,1.15,2.5,1.15,2.35,4
"SSP2_4_5",0.0363019863994196,1.15,2.5,1.15,2.35,4
"SSP3_7_0",0.0371164352531956,1.15,2.5,1.15,2.35,4
"SSP5_8_5",0.0363296645587925,1.15,2.5,1.15,2.35,4
"SSP1_1_9",0.0308965135467998,1.45,2.5,1.6,2.5,4
"SSP1_2_6",0.0235761667498798,1.45,2.5,1.6,2.5,4
"SSP2_4_5",0.0522678241443874,1.45,2.5,1.6,2.5,4
"SSP3_7_0",0.0510800271608499,1.45,2.5,1.6,2.5,4
"SSP5_8_5",0.0533120344102445,1.45,2.5,1.6,2.5,4
"SSP1_1_9",0.0139868110126471,1.3,2.35,1.45,2.2,4
"SSP1_2_6",0.0106823804700812,1.3,2.35,1.45,2.2,4
"SSP2_4_5",0.0378357042942955,1.3,2.35,1.45,2.2,4
"SSP3_7_0",0.0354239970829753,1.3,2.35,1.45,2.2,4
"SSP5_8_5",0.0349658671272149,1.3,2.35,1.45,2.2,4
"SSP1_1_9",0.0076514689546216,1,2.05,1.45,2.5,4
"SSP1_2_6",0.0158462698413103,1,2.05,1.45,2.5,4
"SSP2_4_5",0.0363948027267704,1,2.05,1.45,2.5,4
"SSP3_7_0",0.0370893539046732,1,2.05,1.45,2.5,4
"SSP5_8_5",0.0348045792290229,1,2.05,1.45,2.5,4
"SSP1_1_9",0.00277294111194624,1,1.6,1.3,2.35,4
"SSP1_2_6",0.00358991086299119,1,1.6,1.3,2.35,4
"SSP2_4_5",0.0148191174852554,1,1.6,1.3,2.35,4
"SSP3_7_0",0.0164706537662116,1,1.6,1.3,2.35,4
"SSP5_8_5",0.0152093511955132,1,1.6,1.3,2.35,4
"SSP1_1_9",0.00742281161631837,1,2.5,1.3,2.2,4
"SSP1_2_6",0.0162791403835274,1,2.5,1.3,2.2,4
"SSP2_4_5",0.0360889200446401,1,2.5,1.3,2.2,4
"SSP3_7_0",0.0380503136338929,1,2.5,1.3,2.2,4
"SSP5_8_5",0.0359153998157971,1,2.5,1.3,2.2,4
"SSP1_1_9",0.0107630795700205,1.15,2.05,1.3,1.9,4
"SSP1_2_6",0.00804475822417891,1.15,2.05,1.3,1.9,4
"SSP2_4_5",0.0364503681352958,1.15,2.05,1.3,1.9,4
"SSP3_7_0",0.0326510966946082,1.15,2.05,1.3,1.9,4
"SSP5_8_5",0.032160444265668,1.15,2.05,1.3,1.9,4
"SSP1_1_9",0.0201142727466061,1,2.2,1.3,2.5,4
"SSP1_2_6",0.0140511072183935,1,2.2,1.3,2.5,4
"SSP2_4_5",0.0499199654564902,1,2.2,1.3,2.5,4
"SSP3_7_0",0.0441754482381811,1,2.2,1.3,2.5,4
"SSP5_8_5",0.0444927621987596,1,2.2,1.3,2.5,4
"SSP1_1_9",0.0110587989192707,1.15,2.2,1,2.5,4
"SSP1_2_6",0.00993323355958489,1.15,2.2,1,2.5,4
"SSP2_4_5",0.0388177232691691,1.15,2.2,1,2.5,4
"SSP3_7_0",0.0404517553134305,1.15,2.2,1,2.5,4
"SSP5_8_5",0.0376127695121528,1.15,2.2,1,2.5,4
"SSP1_1_9",0.0152490445644754,1.45,2.5,1.15,2.35,4
"SSP1_2_6",0.0132970285199731,1.45,2.5,1.15,2.35,4
"SSP2_4_5",0.0444639409026682,1.45,2.5,1.15,2.35,4
"SSP3_7_0",0.048782033891135,1.45,2.5,1.15,2.35,4
"SSP5_8_5",0.045972321374433,1.45,2.5,1.15,2.35,4
"SSP1_1_9",0.0156364605264622,1.3,2.5,1.45,2.5,4
"SSP1_2_6",0.0122664006154915,1.3,2.5,1.45,2.5,4
"SSP2_4_5",0.0439099859693452,1.3,2.5,1.45,2.5,4
"SSP3_7_0",0.0398722337730791,1.3,2.5,1.45,2.5,4
"SSP5_8_5",0.0397473907616819,1.3,2.5,1.45,2.5,4
"SSP1_1_9",0.0304729224848394,1.3,2.5,1.9,2.5,4
"SSP1_2_6",0.0222466044851222,1.3,2.5,1.9,2.5,4
"SSP2_4_5",0.0610474033279666,1.3,2.5,1.9,2.5,4
"SSP3_7_0",0.0562926722498692,1.3,2.5,1.9,2.5,4
"SSP5_8_5",0.0541127053191527,1.3,2.5,1.9,2.5,4
"SSP1_1_9",0.0184101311975454,1.15,2.05,1.3,2.35,4
"SSP1_2_6",0.012459952948961,1.15,2.05,1.3,2.35,4
"SSP2_4_5",0.0532533019462123,1.15,2.05,1.3,2.35,4
"SSP3_7_0",0.0488135684403202,1.15,2.05,1.3,2.35,4
"SSP5_8_5",0.0475096266358589,1.15,2.05,1.3,2.35,4
"SSP1_1_9",0.00660922706291691,1.6,2.5,1.6,2.35,4
"SSP1_2_6",0.0055523201623764,1.6,2.5,1.6,2.35,4
"SSP2_4_5",0.0164707990161327,1.6,2.5,1.6,2.35,4
"SSP3_7_0",0.0203202139171345,1.6,2.5,1.6,2.35,4
"SSP5_8_5",0.0227166638396925,1.6,2.5,1.6,2.35,4
"SSP1_1_9",0.0245082832536308,1,2.5,1,2.5,4
"SSP1_2_6",0.027542077153412,1,2.5,1,2.5,4
"SSP2_4_5",0.0735900935782064,1,2.5,1,2.5,4
"SSP3_7_0",0.0722539568404334,1,2.5,1,2.5,4
"SSP5_8_5",0.0712199591338264,1,2.5,1,2.5,4
"SSP1_1_9",0.00676195850201414,1.45,2.5,1.15,2.35,4
"SSP1_2_6",0.00639112897420649,1.45,2.5,1.15,2.35,4
"SSP2_4_5",0.0252399110004097,1.45,2.5,1.15,2.35,4
"SSP3_7_0",0.0314578263755813,1.45,2.5,1.15,2.35,4
"SSP5_8_5",0.0312895875179784,1.45,2.5,1.15,2.35,4
"SSP1_1_9",0.0269399215054016,1.3,2.5,1.15,2.2,4
"SSP1_2_6",0.0206030346407225,1.3,2.5,1.15,2.2,4
"SSP2_4_5",0.0607112491693189,1.3,2.5,1.15,2.2,4
"SSP3_7_0",0.0552304492496808,1.3,2.5,1.15,2.2,4
"SSP5_8_5",0.0553854386525673,1.3,2.5,1.15,2.2,4
"SSP1_1_9",0.0126075292820389,1,1.9,1.15,2.5,4
"SSP1_2_6",0.0191770906487785,1,1.9,1.15,2.5,4
"SSP2_4_5",0.0535701970180849,1,1.9,1.15,2.5,4
"SSP3_7_0",0.052138066599363,1,1.9,1.15,2.5,4
"SSP5_8_5",0.0497055875687253,1,1.9,1.15,2.5,4
"SSP1_1_9",0.0151042042193233,1,2.2,1.45,1.9,4
"SSP1_2_6",0.0143291716663638,1,2.2,1.45,1.9,4
"SSP2_4_5",0.0517512584000921,1,2.2,1.45,1.9,4
"SSP3_7_0",0.0459016726428372,1,2.2,1.45,1.9,4
"SSP5_8_5",0.0460821929044975,1,2.2,1.45,1.9,4
"SSP1_1_9",0.00374014748975945,1.15,1.75,1.15,2.35,4
"SSP1_2_6",0.00267882525252015,1.15,1.75,1.15,2.35,4
"SSP2_4_5",0.0169837763987902,1.15,1.75,1.15,2.35,4
"SSP3_7_0",0.0136946886601292,1.15,1.75,1.15,2.35,4
"SSP5_8_5",0.0130877400949221,1.15,1.75,1.15,2.35,4
"SSP1_1_9",0.0280279630912248,1,2.5,1.45,2.35,4
"SSP1_2_6",0.032486473020666,1,2.5,1.45,2.35,4
"SSP2_4_5",0.0843209631940601,1,2.5,1.45,2.35,4
"SSP3_7_0",0.0777451908110136,1,2.5,1.45,2.35,4
"SSP5_8_5",0.0742974260311365,1,2.5,1.45,2.35,4
"SSP1_1_9",0.00604824717647134,1,2.5,1.15,2.5,4
"SSP1_2_6",0.00656639689709549,1,2.5,1.15,2.5,4
"SSP2_4_5",0.0270323140828634,1,2.5,1.15,2.5,4
"SSP3_7_0",0.0281128256891184,1,2.5,1.15,2.5,4
"SSP5_8_5",0.027106619284991,1,2.5,1.15,2.5,4
"SSP1_1_9",0.00799099321102334,1.15,1.9,1,1.75,4
"SSP1_2_6",0.0074256854677862,1.15,1.9,1,1.75,4
"SSP2_4_5",0.019394059837373,1.15,1.9,1,1.75,4
"SSP3_7_0",0.0194359493240118,1.15,1.9,1,1.75,4
"SSP5_8_5",0.0192699277835251,1.15,1.9,1,1.75,4
"SSP1_1_9",0.013752676546285,1.45,2.5,1.15,2.5,4
"SSP1_2_6",0.0122302215673849,1.45,2.5,1.15,2.5,4
"SSP2_4_5",0.0430654328679563,1.45,2.5,1.15,2.5,4
"SSP3_7_0",0.0475616766815647,1.45,2.5,1.15,2.5,4
"SSP5_8_5",0.0442526137963154,1.45,2.5,1.15,2.5,4
"SSP1_1_9",0.0189874713199316,1.15,2.5,1.15,2.35,4
"SSP1_2_6",0.0158939548183666,1.15,2.5,1.15,2.35,4
"SSP2_4_5",0.0402875832600882,1.15,2.5,1.15,2.35,4
"SSP3_7_0",0.043344677841046,1.15,2.5,1.15,2.35,4
"SSP5_8_5",0.0421076805171706,1.15,2.5,1.15,2.35,4
"SSP1_1_9",0.0243710901021125,1.15,2.35,1.15,2.5,4
"SSP1_2_6",0.019849351553751,1.15,2.35,1.15,2.5,4
"SSP2_4_5",0.0673706270108735,1.15,2.35,1.15,2.5,4
"SSP3_7_0",0.0632978805657448,1.15,2.35,1.15,2.5,4
"SSP5_8_5",0.0624677688284614,1.15,2.35,1.15,2.5,4
"SSP1_1_9",0.00959837936511537,1.9,2.5,1.45,2.5,4
"SSP1_2_6",0.00950291651986931,1.9,2.5,1.45,2.5,4
"SSP2_4_5",0.0112558637779306,1.9,2.5,1.45,2.5,4
"SSP3_7_0",0.0209069428886066,1.9,2.5,1.45,2.5,4
"SSP5_8_5",0.0248844874834421,1.9,2.5,1.45,2.5,4
"SSP1_1_9",0.00654893174806677,1.3,2.5,1,2.2,4
"SSP1_2_6",0.00651239865040869,1.3,2.5,1,2.2,4
"SSP2_4_5",0.0290287439382732,1.3,2.5,1,2.2,4
"SSP3_7_0",0.0337610383584438,1.3,2.5,1,2.2,4
"SSP5_8_5",0.0329724433002681,1.3,2.5,1,2.2,4
"SSP1_1_9",0.0236542404990309,1.15,2.35,1.45,2.5,4
"SSP1_2_6",0.0181236370319426,1.15,2.35,1.45,2.5,4
"SSP2_4_5",0.0596093273446622,1.15,2.35,1.45,2.5,4
"SSP3_7_0",0.0557577150463592,1.15,2.35,1.45,2.5,4
"SSP5_8_5",0.0531307516738446,1.15,2.35,1.45,2.5,4
"SSP1_1_9",0.0189547644441052,1.45,2.35,1.3,2.05,4
"SSP1_2_6",0.0143908620541217,1.45,2.35,1.3,2.05,4
"SSP2_4_5",0.0430328896235159,1.45,2.35,1.3,2.05,4
"SSP3_7_0",0.0452864566291006,1.45,2.35,1.3,2.05,4
"SSP5_8_5",0.0442866327190585,1.45,2.35,1.3,2.05,4
"SSP1_1_9",0.0101653263537273,1.45,2.35,1,1.9,4
"SSP1_2_6",0.00921074020722819,1.45,2.35,1,1.9,4
"SSP2_4_5",0.030653325972234,1.45,2.35,1,1.9,4
"SSP3_7_0",0.0354809038629043,1.45,2.35,1,1.9,4
"SSP5_8_5",0.0353821311066377,1.45,2.35,1,1.9,4
"SSP1_1_9",0.0157877495626255,1.6,2.5,1.45,2.5,4
"SSP1_2_6",0.0115064314392873,1.6,2.5,1.45,2.5,4
"SSP2_4_5",0.0133483224973267,1.6,2.5,1.45,2.5,4
"SSP3_7_0",0.020429182929775,1.6,2.5,1.45,2.5,4
"SSP5_8_5",0.022476732772329,1.6,2.5,1.45,2.5,4
"SSP1_1_9",0.00140389946256273,1.15,1.45,1.45,2.5,4
"SSP1_2_6",0.00143996876112336,1.15,1.45,1.45,2.5,4
"SSP2_4_5",0.00764724220665028,1.15,1.45,1.45,2.5,4
"SSP3_7_0",0.00814271590033411,1.15,1.45,1.45,2.5,4
"SSP5_8_5",0.00787822393165791,1.15,1.45,1.45,2.5,4
"SSP1_1_9",0.0113094963875497,1.3,2.5,1,1.6,4
"SSP1_2_6",0.0109404254427073,1.3,2.5,1,1.6,4
"SSP2_4_5",0.0362596120375484,1.3,2.5,1,1.6,4
"SSP3_7_0",0.0395130809825886,1.3,2.5,1,1.6,4
"SSP5_8_5",0.0370929811110444,1.3,2.5,1,1.6,4
"SSP1_1_9",0.0164402002990415,1.45,2.5,1.45,2.5,4
"SSP1_2_6",0.013246538439399,1.45,2.5,1.45,2.5,4
"SSP2_4_5",0.042351919917756,1.45,2.5,1.45,2.5,4
"SSP3_7_0",0.0447599035953579,1.45,2.5,1.45,2.5,4
"SSP5_8_5",0.0426464146735668,1.45,2.5,1.45,2.5,4
"SSP1_1_9",0.0195554693822465,1.15,2.05,1.6,2.05,4
"SSP1_2_6",0.0144601631744351,1.15,2.05,1.6,2.05,4
"SSP2_4_5",0.0603562386075045,1.15,2.05,1.6,2.05,4
"SSP3_7_0",0.0505898717198988,1.15,2.05,1.6,2.05,4
"SSP5_8_5",0.0500529918307932,1.15,2.05,1.6,2.05,4
"SSP1_1_9",0.0166895587584954,1.15,2.35,1.3,1.9,4
"SSP1_2_6",0.0136025369230945,1.15,2.35,1.3,1.9,4
"SSP2_4_5",0.0411209777546025,1.15,2.35,1.3,1.9,4
"SSP3_7_0",0.0429838287092231,1.15,2.35,1.3,1.9,4
"SSP5_8_5",0.0419524361990183,1.15,2.35,1.3,1.9,4
"SSP1_1_9",0.026221182642456,1.3,2.35,1.45,2.5,4
"SSP1_2_6",0.0186513033133919,1.3,2.35,1.45,2.5,4
"SSP2_4_5",0.0318988308974977,1.3,2.35,1.45,2.5,4
"SSP3_7_0",0.031899888744561,1.3,2.35,1.45,2.5,4
"SSP5_8_5",0.0335128648110335,1.3,2.35,1.45,2.5,4
"SSP1_1_9",0.0277308513845979,1.3,2.5,1.3,2.35,4
"SSP1_2_6",0.0212201321099152,1.3,2.5,1.3,2.35,4
"SSP2_4_5",0.030739564233634,1.3,2.5,1.3,2.35,4
"SSP3_7_0",0.036677114287456,1.3,2.5,1.3,2.35,4
"SSP5_8_5",0.0368005139850058,1.3,2.5,1.3,2.35,4
"SSP1_1_9",0.0221059347169143,1.15,2.5,1.6,2.5,4
"SSP1_2_6",0.0182368661648057,1.15,2.5,1.6,2.5,4
"SSP2_4_5",0.064218159961239,1.15,2.5,1.6,2.5,4
"SSP3_7_0",0.0601947905846477,1.15,2.5,1.6,2.5,4
"SSP5_8_5",0.0582962690355753,1.15,2.5,1.6,2.5,4
"SSP1_1_9",0.013244085164703,1,2.5,1.3,1.75,4
"SSP1_2_6",0.0149138972376677,1,2.5,1.3,1.75,4
"SSP2_4_5",0.0543076762717524,1,2.5,1.3,1.75,4
"SSP3_7_0",0.0529788039742582,1,2.5,1.3,1.75,4
"SSP5_8_5",0.0507927310407731,1,2.5,1.3,1.75,4
"SSP1_1_9",0.0105955302312349,1.75,2.5,1.45,2.5,4
"SSP1_2_6",0.0121424514672592,1.75,2.5,1.45,2.5,4
"SSP2_4_5",0.0113662218741035,1.75,2.5,1.45,2.5,4
"SSP3_7_0",0.0236469730856858,1.75,2.5,1.45,2.5,4
"SSP5_8_5",0.0241985563874079,1.75,2.5,1.45,2.5,4
"SSP1_1_9",0.0344242745080285,1,2.5,1.45,2.5,4
"SSP1_2_6",0.0351535814877917,1,2.5,1.45,2.5,4
"SSP2_4_5",0.085862655973813,1,2.5,1.45,2.5,4
"SSP3_7_0",0.0785350400527596,1,2.5,1.45,2.5,4
"SSP5_8_5",0.0797330023250001,1,2.5,1.45,2.5,4
"SSP1_1_9",0.0383750415087188,1.15,2.5,1.6,2.5,4
"SSP1_2_6",0.0334174262819861,1.15,2.5,1.6,2.5,4
"SSP2_4_5",0.082797265698495,1.15,2.5,1.6,2.5,4
"SSP3_7_0",0.0745833917295695,1.15,2.5,1.6,2.5,4
"SSP5_8_5",0.0744545695761572,1.15,2.5,1.6,2.5,4
"SSP1_1_9",0.00615221796690059,1,1.9,1.3,2.5,4
"SSP1_2_6",0.0119053850009852,1,1.9,1.3,2.5,4
"SSP2_4_5",0.0240211237213782,1,1.9,1.3,2.5,4
"SSP3_7_0",0.0238395052671002,1,1.9,1.3,2.5,4
"SSP5_8_5",0.0232566398422304,1,1.9,1.3,2.5,4
"SSP1_1_9",0.0125245367140422,1.45,2.5,1.15,2.35,4
"SSP1_2_6",0.0108241567087727,1.45,2.5,1.15,2.35,4
"SSP2_4_5",0.0154944863624056,1.45,2.5,1.15,2.35,4
"SSP3_7_0",0.0183140498607812,1.45,2.5,1.15,2.35,4
"SSP5_8_5",0.0196688087163173,1.45,2.5,1.15,2.35,4
"SSP1_1_9",0.0126947231042955,1.6,2.5,1,2.35,4
"SSP1_2_6",0.0109026079582543,1.6,2.5,1,2.35,4
"SSP2_4_5",0.0354844691835243,1.6,2.5,1,2.35,4
"SSP3_7_0",0.0445612420180431,1.6,2.5,1,2.35,4
"SSP5_8_5",0.0417336304056951,1.6,2.5,1,2.35,4
"SSP1_1_9",0.0208585194625217,1.3,2.05,1.3,2.5,4
"SSP1_2_6",0.014151356735096,1.3,2.05,1.3,2.5,4
"SSP2_4_5",0.0513738043924517,1.3,2.05,1.3,2.5,4
"SSP3_7_0",0.0503179014935994,1.3,2.05,1.3,2.5,4
"SSP5_8_5",0.0494324778352507,1.3,2.05,1.3,2.5,4
"SSP1_1_9",0.0208723506884453,1,2.5,1,1.9,4
"SSP1_2_6",0.0184373482461441,1,2.5,1,1.9,4
"SSP2_4_5",0.0422430343282034,1,2.5,1,1.9,4
"SSP3_7_0",0.036910120766107,1,2.5,1,1.9,4
"SSP5_8_5",0.0355189016722385,1,2.5,1,1.9,4
"SSP1_1_9",0.0164762198329039,1,2.35,1,1.6,4
"SSP1_2_6",0.0156548132917858,1,2.35,1,1.6,4
"SSP2_4_5",0.0585408931727102,1,2.35,1,1.6,4
"SSP3_7_0",0.0522554757398104,1,2.35,1,1.6,4
"SSP5_8_5",0.0496928979816905,1,2.35,1,1.6,4
"SSP1_1_9",0.0105217388825946,1.15,2.35,1.15,2.5,4
"SSP1_2_6",0.0100597637210553,1.15,2.35,1.15,2.5,4
"SSP2_4_5",0.0443033561353173,1.15,2.35,1.15,2.5,4
"SSP3_7_0",0.0461442072156886,1.15,2.35,1.15,2.5,4
"SSP5_8_5",0.0440660190259578,1.15,2.35,1.15,2.5,4
"SSP1_1_9",0.0267976814867272,1.45,2.5,2.2,2.35,4
"SSP1_2_6",0.0203261483895475,1.45,2.5,2.2,2.35,4
"SSP2_4_5",0.0448326166759841,1.45,2.5,2.2,2.35,4
"SSP3_7_0",0.0405843015028202,1.45,2.5,2.2,2.35,4
"SSP5_8_5",0.0396590609843871,1.45,2.5,2.2,2.35,4
"SSP1_1_9",0.0101187915585647,1.3,2.5,1.15,1.6,4
"SSP1_2_6",0.00875481733616968,1.3,2.5,1.15,1.6,4
"SSP2_4_5",0.0243573247502371,1.3,2.5,1.15,1.6,4
"SSP3_7_0",0.0273197566264458,1.3,2.5,1.15,1.6,4
"SSP5_8_5",0.0266079489018784,1.3,2.5,1.15,1.6,4
"SSP1_1_9",0.0110175970473991,1,2.2,1.45,2.2,4
"SSP1_2_6",0.0117384865481048,1,2.2,1.45,2.2,4
"SSP2_4_5",0.0397502230403438,1,2.2,1.45,2.2,4
"SSP3_7_0",0.0402365162165707,1,2.2,1.45,2.2,4
"SSP5_8_5",0.0388871557415643,1,2.2,1.45,2.2,4
"SSP1_1_9",0.0216674246928468,1.45,2.35,1.3,2.35,4
"SSP1_2_6",0.0185785728340125,1.45,2.35,1.3,2.35,4
"SSP2_4_5",0.0261669996124863,1.45,2.35,1.3,2.35,4
"SSP3_7_0",0.0315283631269368,1.45,2.35,1.3,2.35,4
"SSP5_8_5",0.032819776600433,1.45,2.35,1.3,2.35,4
"SSP1_1_9",0.0124371722897759,1.15,2.2,1,2.05,4
"SSP1_2_6",0.0106577080151532,1.15,2.2,1,2.05,4
"SSP2_4_5",0.0463927707749698,1.15,2.2,1,2.05,4
"SSP3_7_0",0.0456064783136025,1.15,2.2,1,2.05,4
"SSP5_8_5",0.044712337535528,1.15,2.2,1,2.05,4
"SSP1_1_9",0.0125038240921779,1,2.35,1.45,2.5,4
"SSP1_2_6",0.0201357780218036,1,2.35,1.45,2.5,4
"SSP2_4_5",0.0526752165348668,1,2.35,1.45,2.5,4
"SSP3_7_0",0.0513503244818613,1,2.35,1.45,2.5,4
"SSP5_8_5",0.0479796316139879,1,2.35,1.45,2.5,4
"SSP1_1_9",0.0163721793018711,1,2.2,1.45,2.2,4
"SSP1_2_6",0.0232309025576507,1,2.2,1.45,2.2,4
"SSP2_4_5",0.065847905405646,1,2.2,1.45,2.2,4
"SSP3_7_0",0.0631663959334977,1,2.2,1.45,2.2,4
"SSP5_8_5",0.058998136676224,1,2.2,1.45,2.2,4
"SSP1_1_9",0.00650010237956837,1.6,2.5,1.45,1.9,4
"SSP1_2_6",0.00488828202259774,1.6,2.5,1.45,1.9,4
"SSP2_4_5",0.00647739246010876,1.6,2.5,1.45,1.9,4
"SSP3_7_0",0.00607725136927842,1.6,2.5,1.45,1.9,4
"SSP5_8_5",0.00586773812870841,1.6,2.5,1.45,1.9,4
"SSP1_1_9",0.00956801702058115,1,2.2,1.6,2.5,4
"SSP1_2_6",0.0173681076049521,1,2.2,1.6,2.5,4
"SSP2_4_5",0.0351819023410956,1,2.2,1.6,2.5,4
"SSP3_7_0",0.0340403412302067,1,2.2,1.6,2.5,4
"SSP5_8_5",0.0327574967737144,1,2.2,1.6,2.5,4
"SSP1_1_9",0.0282366267623125,1.15,2.35,1.45,2.5,4
"SSP1_2_6",0.0190805409372081,1.15,2.35,1.45,2.5,4
"SSP2_4_5",0.0509338840999835,1.15,2.35,1.45,2.5,4
"SSP3_7_0",0.045073488555975,1.15,2.35,1.45,2.5,4
"SSP5_8_5",0.0448890458872859,1.15,2.35,1.45,2.5,4
"SSP1_1_9",0.00647003313566825,1.15,2.5,1,1.75,4
"SSP1_2_6",0.0053006409861349,1.15,2.5,1,1.75,4
"SSP2_4_5",0.013188030610017,1.15,2.5,1,1.75,4
"SSP3_7_0",0.0124865972999297,1.15,2.5,1,1.75,4
"SSP5_8_5",0.0123733614130833,1.15,2.5,1,1.75,4
"SSP1_1_9",0.00349541140668962,1.15,1.45,1.15,2.5,4
"SSP1_2_6",0.00343599740359462,1.15,1.45,1.15,2.5,4
"SSP2_4_5",0.0177289435775086,1.15,1.45,1.15,2.5,4
"SSP3_7_0",0.0208968749745498,1.15,1.45,1.15,2.5,4
"SSP5_8_5",0.0192695911990452,1.15,1.45,1.15,2.5,4
"SSP1_1_9",0.00749335501502811,1.6,2.2,1.15,2.05,4
"SSP1_2_6",0.0044524433991259,1.6,2.2,1.15,2.05,4
"SSP2_4_5",0.0107267605279169,1.6,2.2,1.15,2.05,4
"SSP3_7_0",0.0119761996624475,1.6,2.2,1.15,2.05,4
"SSP5_8_5",0.0127096473566572,1.6,2.2,1.15,2.05,4
"SSP1_1_9",0.0151726571154974,1.45,2.5,1.15,2.5,4
"SSP1_2_6",0.0125657698597896,1.45,2.5,1.15,2.5,4
"SSP2_4_5",0.0420097294341633,1.45,2.5,1.15,2.5,4
"SSP3_7_0",0.041749332016366,1.45,2.5,1.15,2.5,4
"SSP5_8_5",0.0407811487419225,1.45,2.5,1.15,2.5,4
"SSP1_1_9",0.0160227811024263,1,2.05,1.45,2.35,4
"SSP1_2_6",0.0201581603051731,1,2.05,1.45,2.35,4
"SSP2_4_5",0.0584962383840329,1,2.05,1.45,2.35,4
"SSP3_7_0",0.0515149933196538,1,2.05,1.45,2.35,4
"SSP5_8_5",0.0512712048833994,1,2.05,1.45,2.35,4
"SSP1_1_9",0.0129591435448716,1.15,2.5,1.15,2.5,4
"SSP1_2_6",0.0116661465630947,1.15,2.5,1.15,2.5,4
"SSP2_4_5",0.0394038728402238,1.15,2.5,1.15,2.5,4
"SSP3_7_0",0.0425648230920309,1.15,2.5,1.15,2.5,4
"SSP5_8_5",0.04021905647759,1.15,2.5,1.15,2.5,4
"SSP1_1_9",0.0104588470009856,1.15,1.9,1,1.9,4
"SSP1_2_6",0.010167173471167,1.15,1.9,1,1.9,4
"SSP2_4_5",0.0467762897765359,1.15,1.9,1,1.9,4
"SSP3_7_0",0.0456465950723728,1.15,1.9,1,1.9,4
"SSP5_8_5",0.0420587932243879,1.15,1.9,1,1.9,4
"SSP1_1_9",0.0129939272958512,1,2.35,1.45,2.2,4
"SSP1_2_6",0.0156775898515531,1,2.35,1.45,2.2,4
"SSP2_4_5",0.0481952668155873,1,2.35,1.45,2.2,4
"SSP3_7_0",0.0467581030871306,1,2.35,1.45,2.2,4
"SSP5_8_5",0.0456854211842516,1,2.35,1.45,2.2,4
"SSP1_1_9",0.0136005853588854,1.15,2.2,1,2.35,4
"SSP1_2_6",0.0118922360838566,1.15,2.2,1,2.35,4
"SSP2_4_5",0.0477625137258861,1.15,2.2,1,2.35,4
"SSP3_7_0",0.0489539482903293,1.15,2.2,1,2.35,4
"SSP5_8_5",0.0477503402761325,1.15,2.2,1,2.35,4
"SSP1_1_9",0.0147634725015519,1.15,2.5,1,1.45,4
"SSP1_2_6",0.0138464456819015,1.15,2.5,1,1.45,4
"SSP2_4_5",0.04797972362331,1.15,2.5,1,1.45,4
"SSP3_7_0",0.0465478303410863,1.15,2.5,1,1.45,4
"SSP5_8_5",0.0436547572786286,1.15,2.5,1,1.45,4
"SSP1_1_9",0.00244369120849011,1.6,2.5,1,1.6,4
"SSP1_2_6",0.00188233581186988,1.6,2.5,1,1.6,4
"SSP2_4_5",0.00506364039287834,1.6,2.5,1,1.6,4
"SSP3_7_0",0.00458130303746511,1.6,2.5,1,1.6,4
"SSP5_8_5",0.00448592153071904,1.6,2.5,1,1.6,4
"SSP1_1_9",0.0303419273237858,1,2.2,1.3,2.5,4
"SSP1_2_6",0.0271030990294775,1,2.2,1.3,2.5,4
"SSP2_4_5",0.0787897120764864,1,2.2,1.3,2.5,4
"SSP3_7_0",0.0707005909676652,1,2.2,1.3,2.5,4
